"ICM_CITY_CD","ICM_CITY_DESC","ISM_STATE_CD","ISM_STATE_DESC"
"MAHENDERGARH","MAHENDERGARH","HARYANA","HARYANA"
"DIMAPUR","DIMAPUR","NAGALAND","NAGALAND"
"GHUZA","GHUZA","JAMMU AND KASHMIR","JAMMU AND KASHMIR"
"BOLANGIR","BOLANGIR","ODISHA","ODISHA"
"SANT KABEER NAGAR","SANT KABEER NAGAR","UTTAR PRADESH","UTTAR PRADESH"
"KALAKADA","KALAKADA","ANDHRA PRADESH","ANDHRA PRADESH"
"CURTORIM","CURTORIM","GOA","GOA"
"KASHIPUR","KASHIPUR","UTTARAKHAND","UTTARAKHAND"
"KOSUT","KOSUT","BIHAR","BIHAR"
"BELAPUR","BELAPUR","MAHARASHTRA","MAHARASHTRA"
"DUNDIGAL","DUNDIGAL","ANDHRA PRADESH","ANDHRA PRADESH"
"KAITHAL","KAITHAL","HARYANA","HARYANA"
"AMAIPAKKAM","AMAIPAKKAM","TAMILNADU","TAMILNADU"
"GONDIA","GONDIA","MAHARASHTRA","MAHARASHTRA"
"MAINPURI","MAINPURI","UTTAR PRADESH","UTTAR PRADESH"
"KARWAR","KARWAR","KARNATAKA","KARNATAKA"
"JYOTHINAGAR","JYOTHINAGAR","ANDHRA PRADESH","ANDHRA PRADESH"
"DAIPUR","DAIPUR","RAJASTHAN","RAJASTHAN"
"JHALAWAR","JHALAWAR","RAJASTHAN","RAJASTHAN"
"NORTH SIKKIM","NORTH SIKKIM","SIKKIM","SIKKIM"
"MOGALTUR","MOGALTUR","ANDHRA PRADESH","ANDHRA PRADESH"
"UDHAM SINGH NAGAR","UDHAM SINGH NAGAR","UTTARAKHAND","UTTARAKHAND"
"EAST GODAVARI","EAST GODAVARI","ANDHRA PRADESH","ANDHRA PRADESH"
"GAUTAM BUDDHA NAGAR","GAUTAM BUDDHA NAGAR","UTTAR PRADESH","UTTAR PRADESH"
"BALIKUDA","BALIKUDA","ODISHA","ODISHA"
"CONTAI","CONTAI","WEST BENGAL","WEST BENGAL"
"AURAI","AURAI","UTTAR PRADESH","UTTAR PRADESH"
"KANKROLI","KANKROLI","RAJASTHAN","RAJASTHAN"
"KOPPA","KOPPA","KARNATAKA","KARNATAKA"
"KOTHAPETA","KOTHAPETA","ANDHRA PRADESH","ANDHRA PRADESH"
"KRISHNANAGAR","KRISHNANAGAR","WEST BENGAL","WEST BENGAL"
"SRIRANGAPATNA","SRIRANGAPATNA","KARNATAKA","KARNATAKA"
"MINICOY","MINICOY","LAKSHADWEEP","LAKSHADWEEP"
"MARWAR","MARWAR","RAJASTHAN","RAJASTHAN"
"BIJURI","BIJURI","MADHYA PRADESH","MADHYA PRADESH"
"RAMDURG","RAMDURG","KARNATAKA","KARNATAKA"
"NALAGARH_HIM","NALAGARH","HIMACHAL PRADESH","HIMACHAL PRADESH"
"RUDRAPUR","RUDRAPUR","UTTARAKHAND","UTTARAKHAND"
"SHAMLI","SHAMLI","UTTAR PRADESH","UTTAR PRADESH"
"SIDDHARTH NAGAR","SIDDHARTH NAGAR","UTTAR PRADESH","UTTAR PRADESH"
"SIRSAGANJ","SIRSAGANJ","UTTAR PRADESH","UTTAR PRADESH"
"SOUTH 24 PARGANAS","SOUTH 24 PARGANAS","WEST BENGAL","WEST BENGAL"
"VEERAPANDI_TAM","VEERAPANDI","TAMILNADU","TAMILNADU"
"TIRUKKOYILUR","TIRUKKOYILUR","TAMILNADU","TAMILNADU"
"T.P.GUDEM","T P GUDEM","ANDHRA PRADESH","ANDHRA PRADESH"
"UDVADA","UDVADA","GUJARAT","GUJARAT"
"VISAKHAPATNAM","VISAKHAPATNAM","ANDHRA PRADESH","ANDHRA PRADESH"
"YADGIR","YADGIR","KARNATAKA","KARNATAKA"
"DALTENGANJ","DALTENGANJ","JHARKHAND","JHARKHAND"
"JAYAL","JAYAL","RAJASTHAN","RAJASTHAN"
"CTDOT1",".","STDOT1","."
"CTDOT2",".","HIMACHAL PRADESH","HIMACHAL PRADESH"
"CTDOT3",".","MAHARASHTRA","MAHARASHTRA"
"CTDOT4",".","RAJASTHAN","RAJASTHAN"
"CTDOT6",".","UTTAR PRADESH","UTTAR PRADESH"
"CTDOT7",".","KARNATAKA","KARNATAKA"
"CTDOT8",".","MADHYA PRADESH","MADHYA PRADESH"
"CTDOT9",".","ANDAMAN AND NICOBAR","ANDAMAN AND NICOBAR"
"CTDOT10",".","BIHAR","BIHAR"
"CTDOT11",".","JAMMU AND KASHMIR","JAMMU AND KASHMIR"
"CTDOT12",".","LAKSHADWEEP","LAKSHADWEEP"
"CTDOT13",".","MANIPUR","MANIPUR"
"CTDOT14",".","MEGHALAYA","MEGHALAYA"
"CTDOT15",".","TAMILNADU","TAMILNADU"
"CTDOT16",".","NAGALAND","NAGALAND"
"CTDOT17",".","KERALA","KERALA"
"CTDOT18",".","HARYANA","HARYANA"
"CTDOT19",".","ANDHRA PRADESH","ANDHRA PRADESH"
"MEWAT","MEWAT","HARYANA","HARYANA"
"LADNUN","LADNUN","RAJASTHAN","RAJASTHAN"
"DWARKA","DWARKA","GUJARAT","GUJARAT"
"PITHORAGARH_UTT","PITHORAGARH","UTTARAKHAND","UTTARAKHAND"
"SAWAI MADHOPUR","SAWAI MADHOPUR","RAJASTHAN","RAJASTHAN"
"SEHORE","SEHORE","MADHYA PRADESH","MADHYA PRADESH"
"HINGOLI","HINGOLI","MAHARASHTRA","MAHARASHTRA"
"BISHRAMPUR","BISHRAMPUR","CHHATTISGARH","CHHATTISGARH"
"CHENNAGIRI","CHENNAGIRI","KARNATAKA","KARNATAKA"
"SIKANDARABAD","SIKANDARABAD","UTTAR PRADESH","UTTAR PRADESH"
"DOWLAISWARAM","DOWLAISWARAM","ANDHRA PRADESH","ANDHRA PRADESH"
"BALTANA","BALTANA","PUNJAB","PUNJAB"
"BEHROR","BEHROR","RAJASTHAN","RAJASTHAN"
"MIRA ROAD","MIRA ROAD","MAHARASHTRA","MAHARASHTRA"
"KALLAKURICHI","KALLAKURICHI","TAMILNADU","TAMILNADU"
"MADURANTAKAM","MADURANTAKAM","TAMILNADU","TAMILNADU"
"BHONGIR","BHONGIR","TELANGANA","TELANGANA"
"DHAMPUR","DHAMPUR","UTTAR PRADESH","UTTAR PRADESH"
"HAMIRPUR_UTT","HAMIRPUR","UTTAR PRADESH","UTTAR PRADESH"
"CHANDIGARH_CHA","CHANDIGARH","CHANDIGARH","CHANDIGARH"
"DHOLKA","DHOLKA","GUJARAT","GUJARAT"
"PANDHARPUR","PANDHARPUR","MAHARASHTRA","MAHARASHTRA"
"KAVALI","KAVALI","ANDHRA PRADESH","ANDHRA PRADESH"
"KARAD","KARAD","MAHARASHTRA","MAHARASHTRA"
"SERAMPORE","SERAMPORE","WEST BENGAL","WEST BENGAL"
"CHIPLUN","CHIPLUN","MAHARASHTRA","MAHARASHTRA"
"GOKAK","GOKAK","KARNATAKA","KARNATAKA"
"MADANAPALLE","MADANAPALLE","ANDHRA PRADESH","ANDHRA PRADESH"
"NARASARAOPET","NARASARAOPET","ANDHRA PRADESH","ANDHRA PRADESH"
"LAWSPET","LAWSPET","PONDICHERRY","PONDICHERRY"
"PANJI","PANJI","GOA","GOA"
"PATTAMBI","PATTAMBI","KERALA","KERALA"
"JANGAON","JANGAON","TELANGANA","TELANGANA"
"TIRUCHENGODU","TIRUCHENGODU","TAMILNADU","TAMILNADU"
"DHARAPURAM","DHARAPURAM","TAMILNADU","TAMILNADU"
"WELLINGTON_TAM","WELLINGTON","TAMILNADU","TAMILNADU"
"AMTALA","AMTALA","WEST BENGAL","WEST BENGAL"
"MANMAD","MANMAD","MAHARASHTRA","MAHARASHTRA"
"BHAVANI","BHAVANI","TAMILNADU","TAMILNADU"
"TIRUPATI","TIRUPATI","ANDHRA PRADESH","ANDHRA PRADESH"
"THURAIYUR","THURAIYUR","TAMILNADU","TAMILNADU"
"MADANGANJ","MADANGANJ","RAJASTHAN","RAJASTHAN"
"KAMPTEE","KAMPTEE","MAHARASHTRA","MAHARASHTRA"
"SURYAPET","SURYAPET","TELANGANA","TELANGANA"
"MANALI","MANALI","HIMACHAL PRADESH","HIMACHAL PRADESH"
"UNJHA","UNJHA","GUJARAT","GUJARAT"
"GUDUR","GUDUR","ANDHRA PRADESH","ANDHRA PRADESH"
"BARUIPUR","BARUIPUR","WEST BENGAL","WEST BENGAL"
"DEOBAND","DEOBAND","UTTAR PRADESH","UTTAR PRADESH"
"MOHALI_CHA","MOHALI","CHANDIGARH","CHANDIGARH"
"RANAGHAT","RANAGHAT","WEST BENGAL","WEST BENGAL"
"IGATPURI","IGATPURI","MAHARASHTRA","MAHARASHTRA"
"DERABASSI","DERABASSI","PUNJAB","PUNJAB"
"NANGAL","NANGAL","PUNJAB","PUNJAB"
"RAJARHAT","RAJARHAT","WEST BENGAL","WEST BENGAL"
"MANCHERIAL","MANCHERIAL","TELANGANA","TELANGANA"
"SRI RANGAM","SRI RANGAM","TAMILNADU","TAMILNADU"
"CHANNAPATNA","CHANNAPATNA","KARNATAKA","KARNATAKA"
"MANGALAGIRI","MANGALAGIRI","ANDHRA PRADESH","ANDHRA PRADESH"
"MONGHYR","MONGHYR","BIHAR","BIHAR"
"RAMPURHAT","RAMPURHAT","WEST BENGAL","WEST BENGAL"
"DIAMOND HARBOUR","DIAMOND HARBOUR","WEST BENGAL","WEST BENGAL"
"QUILANDY","QUILANDY","KERALA","KERALA"
"REPALLE","REPALLE","ANDHRA PRADESH","ANDHRA PRADESH"
"BASIRHAT","BASIRHAT","WEST BENGAL","WEST BENGAL"
"KAMAREDDY","KAMAREDDY","TELANGANA","TELANGANA"
"MOHALI_HAR","MOHALI","HARYANA","HARYANA"
"ARAMBAGH","ARAMBAGH","WEST BENGAL","WEST BENGAL"
"VIZAG","VIZAG","ANDHRA PRADESH","ANDHRA PRADESH"
"BANBASSA_UTT","BANBASSA","UTTARAKHAND","UTTARAKHAND"
"CATHEDRAL ROAD_TAM","CATHEDRAL ROAD","TAMILNADU","TAMILNADU"
"CHANDANI_UTT","CHANDANI","UTTARAKHAND","UTTARAKHAND"
"SHAHDOL","SHAHDOL","MADHYA PRADESH","MADHYA PRADESH"
"DHAR","DHAR","MADHYA PRADESH","MADHYA PRADESH"
"GORAD","GORAD","GUJARAT","GUJARAT"
"VETLAPALEM","VETLAPALEM","ANDHRA PRADESH","ANDHRA PRADESH"
"WASHIM","WASHIM","MAHARASHTRA","MAHARASHTRA"
"BOISAR","BOISAR","MAHARASHTRA","MAHARASHTRA"
"BORSAD","BORSAD","GUJARAT","GUJARAT"
"AKHNOOR","AKHNOOR","JAMMU AND KASHMIR","JAMMU AND KASHMIR"
"BASUGAON","BASUGAON","ASSAM","ASSAM"
"BEGUN","BEGUN","RAJASTHAN","RAJASTHAN"
"RAMPURA PHUL","RAMPURA PHUL","PUNJAB","PUNJAB"
"JAMALPUR","JAMALPUR","BIHAR","BIHAR"
"KHERWARA CHHAONI","KHERWARA CHHAONI","RAJASTHAN","RAJASTHAN"
"GODDA","GODDA","JHARKHAND","JHARKHAND"
"GHAZIPUR","GHAZIPUR","UTTAR PRADESH","UTTAR PRADESH"
"DIGBOI","DIGBOI","ASSAM","ASSAM"
"BALRAMPUR","BALRAMPUR","UTTAR PRADESH","UTTAR PRADESH"
"BALAJI","BALAJI","KARNATAKA","KARNATAKA"
"MANKI","MANKI","KARNATAKA","KARNATAKA"
"CHETTIARPATTI","CHETTIARPATTI","TAMILNADU","TAMILNADU"
"CHANDAULI","CHANDAULI","UTTAR PRADESH","UTTAR PRADESH"
"SANAD","SANAD","GUJARAT","GUJARAT"
"MADAMBAKKAM","MADAMBAKKAM","TAMILNADU","TAMILNADU"
"KANIGIRI","KANIGIRI","ANDHRA PRADESH","ANDHRA PRADESH"
"BOLINJ","BOLINJ","MAHARASHTRA","MAHARASHTRA"
"THALASSERY","THALASSERY","KERALA","KERALA"
"BADNAWAR","BADNAWAR","MADHYA PRADESH","MADHYA PRADESH"
"MANDAPETA","MANDAPETA","ANDHRA PRADESH","ANDHRA PRADESH"
"BHEEMUNIPATNAM","BHEEMUNIPATNAM","ANDHRA PRADESH","ANDHRA PRADESH"
"BILASPUR_CHH","BILASPUR","CHHATTISGARH","CHHATTISGARH"
"CTDOT21",".","CHHATTISGARH","CHHATTISGARH"
"CHAMPAPET","CHAMPAPET","ANDHRA PRADESH","ANDHRA PRADESH"
"DANTEWADA_CHH","DANTEWADA","CHHATTISGARH","CHHATTISGARH"
"KASIPET","KASIPET","ANDHRA PRADESH","ANDHRA PRADESH"
"PAURI GARHWAL_UTT","PAURI GARHWAL","UTTARAKHAND","UTTARAKHAND"
"TADEPALLIGUDEM","TADEPALLIGUDEM","ANDHRA PRADESH","ANDHRA PRADESH"
"ULUNDURPET","ULUNDURPET","TAMILNADU","TAMILNADU"
"ROING","ROING","ARUNACHAL PRADESH","ARUNACHAL PRADESH"
"AVANIGADDA","AVANIGADDA","ANDHRA PRADESH","ANDHRA PRADESH"
"GOHANA","GOHANA","HARYANA","HARYANA"
"VADAKARA","VADAKARA","KERALA","KERALA"
"ALDONA","ALDONA","GOA","GOA"
"YADAGIRI","YADAGIRI","KARNATAKA","KARNATAKA"
"NIRJULI","NIRJULI","ARUNACHAL PRADESH","ARUNACHAL PRADESH"
"MURTIZAPUR","MURTIZAPUR","MAHARASHTRA","MAHARASHTRA"
"RATANGARH","RATANGARH","RAJASTHAN","RAJASTHAN"
"ZAHIRABAD","ZAHIRABAD","TELANGANA","TELANGANA"
"ALIPURDUAR","ALIPURDUAR","WEST BENGAL","WEST BENGAL"
"PASIGHAT","PASIGHAT","ARUNACHAL PRADESH","ARUNACHAL PRADESH"
"DOIMUKH","DOIMUKH","ARUNACHAL PRADESH","ARUNACHAL PRADESH"
"ANAPARTHI","ANAPARTHI","ANDHRA PRADESH","ANDHRA PRADESH"
"SAVLI","SAVLI","GUJARAT","GUJARAT"
"DIKCHU","DIKCHU","SIKKIM","SIKKIM"
"TADAPATRI","TADAPATRI","ANDHRA PRADESH","ANDHRA PRADESH"
"NONGPOH","NONGPOH","MEGHALAYA","MEGHALAYA"
"BANDIPORA","BANDIPORA","JAMMU AND KASHMIR","JAMMU AND KASHMIR"
"KULGAM","KULGAM","JAMMU AND KASHMIR","JAMMU AND KASHMIR"
"MALKANGIRI","MALKANGIRI","ODISHA","ODISHA"
"PRATAPGARH_RAJ","PRATAPGARH","RAJASTHAN","RAJASTHAN"
"ANANDAPUR","ANANDAPUR","ODISHA","ODISHA"
"CHUDA","CHUDA","GUJARAT","GUJARAT"
"GOLAMUNDA","GOLAMUNDA","ODISHA","ODISHA"
"KANIHA","KANIHA","ODISHA","ODISHA"
"NIMAKHANDI","NIMAKHANDI","ODISHA","ODISHA"
"RANAVAV","RANAVAV","GUJARAT","GUJARAT"
"ADALHAT","ADALHAT","UTTAR PRADESH","UTTAR PRADESH"
"ADDATIGALA","ADDATIGALA","ANDHRA PRADESH","ANDHRA PRADESH"
"ADHAURA","ADHAURA","BIHAR","BIHAR"
"ADRAHATI","ADRAHATI","WEST BENGAL","WEST BENGAL"
"ADUR","ADUR","MAHARASHTRA","MAHARASHTRA"
"AHMEDPUR","AHMEDPUR","MAHARASHTRA","MAHARASHTRA"
"AHRAURA","AHRAURA","UTTAR PRADESH","UTTAR PRADESH"
"AJAIGARH","AJAIGARH","MADHYA PRADESH","MADHYA PRADESH"
"AJARPURA","AJARPURA","GUJARAT","GUJARAT"
"AJEKAR","AJEKAR","KARNATAKA","KARNATAKA"
"POLUR","POLUR","TAMILNADU","TAMILNADU"
"MUKTSAR","MUKTSAR","PUNJAB","PUNJAB"
"JAMMALAMADUGU","JAMMALAMADUGU","ANDHRA PRADESH","ANDHRA PRADESH"
"ULHASNAGAR","ULHASNAGAR","MAHARASHTRA","MAHARASHTRA"
"KANGRA","KANGRA","HIMACHAL PRADESH","HIMACHAL PRADESH"
"JIND","JIND","HARYANA","HARYANA"
"DADRI","DADRI","UTTAR PRADESH","UTTAR PRADESH"
"AMRAVATI","AMRAVATI","MAHARASHTRA","MAHARASHTRA"
"RAHURI","RAHURI","MAHARASHTRA","MAHARASHTRA"
"VENKATAGIRI","VENKATAGIRI","ANDHRA PRADESH","ANDHRA PRADESH"
"MUNDRA","MUNDRA","GUJARAT","GUJARAT"
"PATHERCHATTA","PATHERCHATTA","UTTAR PRADESH","UTTAR PRADESH"
"LEH","LEH","LADAKH","LADAKH"
"EAST SINGHBHUM","EAST SINGHBHUM","JHARKHAND","JHARKHAND"
"NORTH 24 PARGANAS","NORTH 24 PARGANAS","WEST BENGAL","WEST BENGAL"
"KUNIGAL","KUNIGAL","KARNATAKA","KARNATAKA"
"MAHEMDAVAD","MAHEMDAVAD","GUJARAT","GUJARAT"
"VIRPUR","VIRPUR","GUJARAT","GUJARAT"
"PAVAGADA","PAVAGADA","KARNATAKA","KARNATAKA"
"NAWABGANJ","NAWABGANJ","UTTAR PRADESH","UTTAR PRADESH"
"SOPORE","SOPORE","JAMMU AND KASHMIR","JAMMU AND KASHMIR"
"MITHAPUR","MITHAPUR","GUJARAT","GUJARAT"
"PAUNI","PAUNI","MAHARASHTRA","MAHARASHTRA"
"RAMNAGAR","RAMNAGAR","UTTARAKHAND","UTTARAKHAND"
"SHRIGONDA","SHRIGONDA","MAHARASHTRA","MAHARASHTRA"
"AHWA","AHWA","GUJARAT","GUJARAT"
"TIRAP","TIRAP","ARUNACHAL PRADESH","ARUNACHAL PRADESH"
"HAFLONG","HAFLONG","ASSAM","ASSAM"
"HABRA","HABRA","WEST BENGAL","WEST BENGAL"
"KOYILANDY","KOYILANDY","KERALA","KERALA"
"BIJAY NAGAR","BIJAY NAGAR","RAJASTHAN","RAJASTHAN"
"KHATIMA","KHATIMA","UTTARAKHAND","UTTARAKHAND"
"WANKANER","WANKANER","GUJARAT","GUJARAT"
"SAGWARA","SAGWARA","RAJASTHAN","RAJASTHAN"
"DADRA","DADRA","DADRA HAVELI AND DAMANDIU","DADRA HAVELI AND DAMANDIU"
"NAGAR HAVELI","NAGAR HAVELI","DADRA HAVELI AND DAMANDIU","DADRA HAVELI AND DAMANDIU"
"MERTA CITY","MERTA CITY","RAJASTHAN","RAJASTHAN"
"BAREILLY","BAREILLY","UTTAR PRADESH","UTTAR PRADESH"
"SHERTALLAY","SHERTALLAY","KERALA","KERALA"
"JHARSUGUDA","JHARSUGUDA","ODISHA","ODISHA"
"KILLA PARDI","KILLA PARDI","GUJARAT","GUJARAT"
"DARWHA","DARWHA","MAHARASHTRA","MAHARASHTRA"
"JEYPORE","JEYPORE","ODISHA","ODISHA"
"CHAND META","CHAND META","MADHYA PRADESH","MADHYA PRADESH"
"KATHUA","KATHUA","JAMMU AND KASHMIR","JAMMU AND KASHMIR"
"KUDAL","KUDAL","MAHARASHTRA","MAHARASHTRA"
"PIPARIYA","PIPARIYA","MADHYA PRADESH","MADHYA PRADESH"
"VEDUA","VEDUA","WEST BENGAL","WEST BENGAL"
"PUKUR","PUKUR","WEST BENGAL","WEST BENGAL"
"MANNARGUDI","MANNARGUDI","TAMILNADU","TAMILNADU"
"SILVASSA","SILVASSA","DADRA HAVELI AND DAMANDIU","DADRA HAVELI AND DAMANDIU"
"DAMAN","DAMAN","DADRA HAVELI AND DAMANDIU","DADRA HAVELI AND DAMANDIU"
"JAGDALPUR","JAGDALPUR","CHHATTISGARH","CHHATTISGARH"
"CHAMPAPUKUR","CHAMPAPUKUR","WEST BENGAL","WEST BENGAL"
"PALONCHA","PALONCHA","ANDHRA PRADESH","ANDHRA PRADESH"
"GHATGAON","GHATGAON","ODISHA","ODISHA"
"PETLAD","PETLAD","GUJARAT","GUJARAT"
"JHUMRI TELAIYA","JHUMRI TELAIYA","JHARKHAND","JHARKHAND"
"LATEHAR","LATEHAR","JHARKHAND","JHARKHAND"
"SRI GANGANAGAR","SRI GANGANAGAR","RAJASTHAN","RAJASTHAN"
"NAZIRA","NAZIRA","ASSAM","ASSAM"
"MOHINDER GARH","MOHINDER GARH","HARYANA","HARYANA"
"GARHWA","GARHWA","JHARKHAND","JHARKHAND"
"JAGTIAL","JAGTIAL","TELANGANA","TELANGANA"
"LANJIGARH","LANJIGARH","ODISHA","ODISHA"
"SAHIBGANJ","SAHIBGANJ","JHARKHAND","JHARKHAND"
"TIRUCHENGODE","TIRUCHENGODE","TAMILNADU","TAMILNADU"
"BEGUMPET","BEGUMPET","ANDHRA PRADESH","ANDHRA PRADESH"
"KENDUJHAR","KENDUJHAR","ODISHA","ODISHA"
"JYOTIBA PHULE NAGAR","JYOTIBA PHULE NAGAR","UTTAR PRADESH","UTTAR PRADESH"
"THOOTHUKUDI","THOOTHUKUDI","TAMILNADU","TAMILNADU"
"CHOWALLUR PADI_KER","CHOWALLUR PADI","KERALA","KERALA"
"PHILLAUR","PHILLAUR","PUNJAB","PUNJAB"
"DHULIA_MAH","DHULIA","MAHARASHTRA","MAHARASHTRA"
"ETTUMANOOR_KER","ETTUMANOOR","KERALA","KERALA"
"HALIYAL_KAR","HALIYAL","KARNATAKA","KARNATAKA"
"JALSOOR_KAR","JALSOOR","KARNATAKA","KARNATAKA"
"KOTHAMANGALAM_TAM","KOTHAMANGALAM","TAMILNADU","TAMILNADU"
"SONAPUR","SONAPUR","ODISHA","ODISHA"
"MANIKARPUR_UTT","MANIKARPUR","UTTAR PRADESH","UTTAR PRADESH"
"MUDENOOR_KAR","MUDENOOR","KARNATAKA","KARNATAKA"
"WEST CHAMPARAN","WEST CHAMPARAN","BIHAR","BIHAR"
"PONNUR","PONNUR","ANDHRA PRADESH","ANDHRA PRADESH"
"PALI MARWAR_RAJ","PALI MARWAR","RAJASTHAN","RAJASTHAN"
"SONEPUR_ORI","SONEPUR","ODISHA","ODISHA"
"TIRUVENDIPURAM","TIRUVENDIPURAM","TAMILNADU","TAMILNADU"
"TRIKANDIYUR","TRIKANDIYUR","KERALA","KERALA"
"UTKELA","UTKELA","ODISHA","ODISHA"
"UTTARSANDA","UTTARSANDA","GUJARAT","GUJARAT"
"VAMBORI","VAMBORI","MAHARASHTRA","MAHARASHTRA"
"VELANGI","VELANGI","ANDHRA PRADESH","ANDHRA PRADESH"
"VELLATUR","VELLATUR","ANDHRA PRADESH","ANDHRA PRADESH"
"VETTIYAR","VETTIYAR","KERALA","KERALA"
"SHEKHPURA_PUN","SHEKHPURA","PUNJAB","PUNJAB"
"VIRSAD","VIRSAD","GUJARAT","GUJARAT"
"RISHIKESH","RISHIKESH","UTTARAKHAND","UTTARAKHAND"
"SASARAM","SASARAM","BIHAR","BIHAR"
"SUPAUL","SUPAUL","BIHAR","BIHAR"
"TOHANA","TOHANA","HARYANA","HARYANA"
"BANSWARA","BANSWARA","RAJASTHAN","RAJASTHAN"
"BETUL","BETUL","MADHYA PRADESH","MADHYA PRADESH"
"KHARGONE","KHARGONE","MADHYA PRADESH","MADHYA PRADESH"
"NAYAGARH","NAYAGARH","ODISHA","ODISHA"
"ADIPUR","ADIPUR","GUJARAT","GUJARAT"
"CALANGUTE","CALANGUTE","GOA","GOA"
"DABOLIM","DABOLIM","GOA","GOA"
"CORTALIM","CORTALIM","GOA","GOA"
"SALCETTE","SALCETTE","GOA","GOA"
"CARANZALEM","CARANZALEM","GOA","GOA"
"CHAMPA","CHAMPA","CHHATTISGARH","CHHATTISGARH"
"MIRAJ","MIRAJ","MAHARASHTRA","MAHARASHTRA"
"ISLAMPUR","ISLAMPUR","MAHARASHTRA","MAHARASHTRA"
"JAORA","JAORA","MADHYA PRADESH","MADHYA PRADESH"
"NAKHTRANA","NAKHTRANA","GUJARAT","GUJARAT"
"COLVA","COLVA","GOA","GOA"
"PATTUKOTTAI","PATTUKOTTAI","TAMILNADU","TAMILNADU"
"KIRANDUL","KIRANDUL","CHHATTISGARH","CHHATTISGARH"
"GOLAGHAT","GOLAGHAT","ASSAM","ASSAM"
"PANNA","PANNA","MADHYA PRADESH","MADHYA PRADESH"
"ARRAKKONAM","ARRAKKONAM","TAMILNADU","TAMILNADU"
"NALBARI","NALBARI","ASSAM","ASSAM"
"ITANAGAR","ITANAGAR","ARUNACHAL PRADESH","ARUNACHAL PRADESH"
"BILLIMORA","BILLIMORA","GUJARAT","GUJARAT"
"VEREM","VEREM","GOA","GOA"
"KHAMGAON","KHAMGAON","MAHARASHTRA","MAHARASHTRA"
"METTUPALAYAM","METTUPALAYAM","TAMILNADU","TAMILNADU"
"SIDHPUR","SIDHPUR","GUJARAT","GUJARAT"
"DABHADE","DABHADE","MAHARASHTRA","MAHARASHTRA"
"SONITPUR","SONITPUR","ASSAM","ASSAM"
"RAJSAMAND","RAJSAMAND","RAJASTHAN","RAJASTHAN"
"DHALAI","DHALAI","TRIPURA","TRIPURA"
"MADAVU","MADAVU","KARNATAKA","KARNATAKA"
"GOZARIA","GOZARIA","GUJARAT","GUJARAT"
"RAMACHANDRAPURAM","RAMACHANDRAPURAM","ANDHRA PRADESH","ANDHRA PRADESH"
"BALANGIR_KAR","BALANGIR","KARNATAKA","KARNATAKA"
"MANGLAUR","MANGLAUR","UTTARAKHAND","UTTARAKHAND"
"THIRUVANNAMALAI","THIRUVANNAMALAI","TAMILNADU","TAMILNADU"
"PINDWARA","PINDWARA","RAJASTHAN","RAJASTHAN"
"SANGOD","SANGOD","RAJASTHAN","RAJASTHAN"
"ALIYUR","ALIYUR","TAMILNADU","TAMILNADU"
"AUROVILLE","AUROVILLE","TAMILNADU","TAMILNADU"
"CHENGALPATTU","CHENGALPATTU","TAMILNADU","TAMILNADU"
"ERUMBI","ERUMBI","TAMILNADU","TAMILNADU"
"GOBI","GOBI","TAMILNADU","TAMILNADU"
"HOSUR","HOSUR","TAMILNADU","TAMILNADU"
"PERAVURANI","PERAVURANI","TAMILNADU","TAMILNADU"
"KODINAR","KODINAR","GUJARAT","GUJARAT"
"CHITTARANJAN","CHITTARANJAN","WEST BENGAL","WEST BENGAL"
"GAJRAULA","GAJRAULA","UTTAR PRADESH","UTTAR PRADESH"
"NAJIBABAD","NAJIBABAD","UTTAR PRADESH","UTTAR PRADESH"
"BADAUN","BADAUN","UTTAR PRADESH","UTTAR PRADESH"
"PORSA","PORSA","MADHYA PRADESH","MADHYA PRADESH"
"KALKA","KALKA","HARYANA","HARYANA"
"AJITMAL","AJITMAL","UTTAR PRADESH","UTTAR PRADESH"
"AKOLWADI","AKOLWADI","GUJARAT","GUJARAT"
"ALAMURU","ALAMURU","ANDHRA PRADESH","ANDHRA PRADESH"
"ALIGANJ","ALIGANJ","UTTAR PRADESH","UTTAR PRADESH"
"ALNAVAR","ALNAVAR","KARNATAKA","KARNATAKA"
"ALORE","ALORE","MAHARASHTRA","MAHARASHTRA"
"AMANGAL","AMANGAL","ANDHRA PRADESH","ANDHRA PRADESH"
"AMBA","AMBA","BIHAR","BIHAR"
"AMBIKAPURAM","AMBIKAPURAM","KERALA","KERALA"
"AMGURI","AMGURI","ASSAM","ASSAM"
"AMJHORE","AMJHORE","BIHAR","BIHAR"
"AMLAGORA","AMLAGORA","WEST BENGAL","WEST BENGAL"
"AMLAI PAPER MILL","AMLAI PAPER MILL","MADHYA PRADESH","MADHYA PRADESH"
"AMMATHI","AMMATHI","KARNATAKA","KARNATAKA"
"ANAKHIA","ANAKHIA","ODISHA","ODISHA"
"ANAND NAGAR","ANAND NAGAR","UTTAR PRADESH","UTTAR PRADESH"
"ANAVAL","ANAVAL","GUJARAT","GUJARAT"
"ANAVATTI","ANAVATTI","KARNATAKA","KARNATAKA"
"ANDATHODE","ANDATHODE","KERALA","KERALA"
"ANDIMADAM","ANDIMADAM","TAMILNADU","TAMILNADU"
"ANNAVARAM","ANNAVARAM","ANDHRA PRADESH","ANDHRA PRADESH"
